word,zipf
shufflers,1.76
shuffles,2.55
shuffling,3.01
shul,2.45
shun,3.1
shunned,2.75
shunning,2.26
shuns,2.16
shunt,3.01
shunted,2.19
shunter,1.62
shunting,2.32
shunts,2.31
shush,2.01
shushed,1.44
shushing,1.39
shut,4.3
shutdown,3.8
shutdowns,2.45
shute,2.5
shutoff,2.55
shutout,2.82
shutouts,2.46
shuts,3.22
shutter,3.75
shutterbug,2.46
shutterbugs,1.69
shuttered,2.34
shuttering,1.92
shutters,3.29
shutting,3.31
shuttle,4.16
shuttlecock,1.97
shuttlecocks,1.93
shuttled,2.04
shuttles,3.05
shuttling,2.2
shy,3.86
shyer,1.74
shying,1.9
shylock,2.23
shyly,2.56
shyness,2.75
shyster,1.65
si,4.51
sial,1.9
sialic,2.3
siamese,3.01
sib,3.02
sibilance,1.34
sibilant,1.66
sibling,3.52
siblings,3.62
sibs,2.26
sibyl,2.28
sic,3.96
sice,2.0
sick,4.43
sickbay,1.95
sickbed,1.37
sicken,1.93
sickened,2.44
sickening,2.78
sickeningly,1.77
sickens,1.98
sicker,2.46
sickest,2.4
sickle,3.23
sickles,2.23
sickly,2.69
sickness,3.75
sicknesses,1.99
sicko,2.17
sickos,1.53
sickroom,1.73
sics,2.66
siddur,1.99
side,5.38
sidearm,1.99
sideband,2.34
sidebands,1.91
sidebar,3.68
sidebars,2.58
sideboard,2.77
sideboards,2.42
sideburns,2.32
sidecar,2.59
sidecars,1.85
sided,3.93
sidedness,1.73
sidekick,3.3
sidekicks,2.35
sidelight,1.89
sidelights,2.07
sideline,3.06
sidelined,2.73
sidelines,3.1
sideling,1.36
sidelining,1.53
sidelong,1.82
sideman,2.05
sidemen,1.84
sidereal,2.35
siderite,1.69
sides,4.47
sidesaddle,1.53
sideshow,3.12
sideshows,1.76
sideslip,1.52
sidestep,3.02
sidestepped,1.99
sidestepping,1.93
sidesteps,1.98
sidestream,1.46
sideswipe,1.91
sideswiped,1.39
sidetrack,2.06
sidetracked,2.42
sidetracks,1.64
sidewalk,3.58
sidewalks,3.34
sidewall,2.64
sidewalls,2.38
sideway,1.35
sideways,3.37
sidewinder,2.9
sidewinders,1.75
sidewise,1.52
sidhe,2.29
siding,3.63
sidings,2.35
sidle,1.97
sidled,1.94
siege,3.63
sieges,2.18
siemens,4.48
sienna,3.31
sierra,4.43
sierran,1.49
sierras,2.42
siesta,2.95
sieur,2.02
sieve,3.16
sieved,1.94
sieves,2.41
sieving,2.2
sift,3.04
sifted,2.61
sifter,2.2
sifters,1.69
sifting,2.72
sifts,1.81
sigh,3.73
sighed,3.3
sighing,2.59
sighs,2.98
sight,4.36
sighted,3.29
sighting,3.21
sightings,3.42
sightless,1.76
sightly,1.37
sights,3.91
sightsee,1.85
sightseeing,3.83
sightseer,2.35
sightseers,1.77
sigil,2.3
sigils,1.75
siglos,1.43
sigma,4.3
sigmas,1.67
sigmoid,2.4
sigmoidal,1.84
sigmoidoscopy,2.26
sign,5.61
signage,3.58
signages,1.35
signal,4.76
signaled,2.94
signaler,2.3
signaling,3.87
signalization,1.84
signalized,2.26
signalled,2.74
signaller,1.66
signalling,3.45
signally,1.62
signalman,2.07
signals,4.34
signatories,2.99
signatory,3.08
signature,4.66
signatures,4.0
signboard,2.01
signboards,1.95
signed,4.81
signee,1.69
signees,1.84
signer,2.95
signers,2.76
signet,3.05
signets,1.49
significance,4.23
significances,1.59
significant,5.0
significantly,4.55
signification,2.55
significations,1.56
significative,1.74
signified,2.73
signifier,2.14
signifiers,1.91
signifies,3.65
signify,3.15
signifying,2.89
signing,4.18
signior,1.48
signor,2.42
signora,2.18
signore,2.54
signpost,2.56
signposted,2.55
signposting,2.1
signposts,2.57
signs,4.73
sika,2.35
sike,1.66
sikes,2.44
silage,2.85
silages,1.41
silane,2.27
silanes,2.01
silence,4.19
silenced,2.97
silencer,2.98
silencers,2.55
silences,2.61
silencing,2.93
silent,4.34
silently,3.45
silents,2.06
silenus,1.39
silesia,2.47
silex,2.69
silhouette,3.48
silhouetted,2.64
silhouettes,2.96
silica,3.47
silicas,1.57
silicate,2.9
silicates,2.45
siliceous,2.54
silicic,1.88
silicide,1.87
silicified,1.51
silicon,4.2
silicone,3.81
silicones,2.5
silicosis,2.36
silk,4.35
silken,2.79
silkies,1.81
silks,2.85
silkworm,2.5
silkworms,1.88
silky,3.47
sill,3.13
siller,1.72
sillier,1.93
silliest,2.11
sillimanite,1.41
silliness,2.83
sills,2.83
silly,4.07
silo,3.06
siloed,1.34
silos,2.91
siloxane,1.88
silt,3.25
siltation,2.41
silted,1.71
silting,1.77
silts,1.91
siltstone,2.23
siltstones,1.39
silty,2.7
silva,3.73
silvan,2.25
silvas,2.23
silver,5.1
silverback,2.39
silverbacks,1.69
silvered,2.25
silverfish,2.36
silvering,1.5
silverpoint,1.42
silvers,2.64
silverside,2.09
silversides,1.67
silversmith,2.41
silversmithing,1.77
silversmiths,2.48
silverware,3.1
silvery,2.93
silvicultural,2.39
silviculture,2.59
sim,4.13
sima,2.93
simar,1.71
simas,1.63
simazine,1.94
simian,2.92
simians,1.53
similar,5.31
similarities,3.63
similarity,3.92
similarly,4.23
simile,2.72
similes,2.19
similitude,2.13
similitudes,1.39
simitar,1.86
simmer,3.26
simmered,2.33
simmering,2.74
simmers,2.17
simoleons,1.4
simony,2.0
simp,2.89
simpatico,1.95
simper,1.7
simpering,1.69
simple,5.16
simpleminded,1.51
simpler,3.79
simples,2.39
simplest,3.63
simpleton,2.35
simpletons,1.68
simplex,3.39
simplices,1.96
simplicial,2.42
simplicities,1.43
simplicity,3.89
simplification,3.34
simplifications,2.47
simplified,4.0
simplifier,1.67
simplifies,3.35
simplify,3.79
simplifying,3.27
simplist,1.58
simplistic,3.22
simplistically,1.78
simply,5.02
sims,4.12
simulacra,1.98
simulacrum,1.99
simulant,2.13
simulants,1.84
simular,2.21
simulate,3.55
simulated,3.86
simulates,2.95
simulating,3.17
simulation,4.44
simulations,3.94
simulator,3.87
simulators,3.23
simulcast,2.56
simulcasting,1.91
simulcasts,1.34
simultaneity,2.25
simultaneous,3.81
simultaneously,4.11
sin,4.48
since,5.56
sincere,3.62
sincerely,3.87
sincerest,2.38
sincerity,3.19
sine,3.39
sinecure,1.54
sines,2.13
sinew,2.1
sinews,2.06
sinewy,1.94
sinfonia,2.63
sinfonie,1.67
sinfonietta,2.19
sinful,3.29
sinfully,2.13
sinfulness,2.22
sing,4.28
singable,1.73
singe,2.26
singed,2.21
singer,4.31
singers,3.84
singes,1.4
singing,4.25
single,5.36
singled,3.51
singleness,2.11
singles,4.7
singlet,2.89
singleton,3.41
singletons,2.28
singlets,2.36
singling,2.33
singly,2.86
sings,3.67
singsong,1.68
singular,3.72
singularities,2.81
singularity,3.15
singularly,2.74
sinh,3.34
sinister,3.45
sinistral,1.61
sink,4.14
sinker,2.54
sinkers,2.16
sinkhole,2.27
sinkholes,2.08
sinking,3.5
sinks,3.76
sinless,2.31
sinned,2.92
sinner,3.25
sinners,3.31
sinning,2.44
sinoatrial,1.68
sins,3.86
sinter,2.01
sintered,2.58
sintering,2.59
sinuosity,1.4
sinuous,2.3
sinus,3.47
sinuses,2.7
sinusitis,2.92
sinusoid,1.89
sinusoidal,2.86
sinusoidally,1.45
sinusoids,1.89
sip,3.97
sipe,2.17
sipes,2.01
siphon,2.7
siphoned,2.23
siphoning,2.22
siphons,1.94
siping,1.54
sipped,2.48
sipper,2.0
sippers,1.61
sipping,3.03
sips,3.17
sir,4.54
sirdar,2.38
sire,3.44
sired,2.57
siree,1.39
siren,3.36
sirens,3.12
sires,2.69
siring,1.38
sirloin,2.77
sirocco,2.31
sirrah,1.78
sirs,2.8
sirup,1.71
sis,3.78
sisal,2.68
siskin,2.14
siskins,1.35
sissies,2.26
sissified,1.45
sissy,3.38
sister,4.63
sisterhood,3.02
sisterly,1.99
sisters,4.24
sit,4.53
sitar,2.64
sitcom,3.12
sitcoms,2.91
site,6.16
sited,2.93
sites,5.54
sith,3.57
sithens,1.72
siting,3.12
sitosterol,2.18
sits,3.89
sitten,1.65
sitter,3.29
sitters,2.86
sitting,4.5
sittings,2.77
situate,2.56
situated,4.24
situates,1.91
situating,2.04
situation,4.86
situational,3.16
situationally,1.5
situations,4.44
situps,1.65
situs,2.66
siver,2.24
sivers,1.59
six,5.08
sixes,2.48
sixfold,1.9
sixpence,2.69
sixteen,3.75
sixteenth,3.2
sixteenths,1.45
sixth,4.23
sixths,1.68
sixties,3.35
sixtieth,2.19
sixty,3.92
sizable,3.05
size,5.56
sizeable,3.03
sized,4.34
sizer,2.54
sizers,1.7
sizes,4.61
sizing,3.84
sizzle,2.82
sizzled,1.64
sizzler,2.24
sizzlers,1.8
sizzles,2.18
sizzling,3.12
ska,3.56
skald,1.88
skas,1.39
skat,2.23
skate,3.92
skateboard,3.59
skateboarder,2.34
skateboarders,2.29
skateboarding,3.52
skateboards,3.23
skated,2.45
skater,3.37
skaters,3.23
skates,3.55
skating,3.98
skean,1.52
skedaddle,1.63
skee,2.01
skeen,2.27
skeet,2.77
skeeter,2.59
skeeters,1.65
skeets,1.56
skeg,1.69
skein,2.55
skeins,2.56
skeletal,3.53
skeleton,3.72
skeletons,3.14
skelter,2.49
skene,2.23
skenes,1.35
skeptic,3.06
skeptical,3.5
skeptically,1.9
skepticism,3.22
skeptics,3.02
skerries,1.88
skerry,2.06
sketch,3.85
sketchbook,2.91
sketchbooks,2.28
sketched,2.81
sketcher,1.96
sketchers,1.85
sketches,3.66
sketching,2.95
sketchy,2.84
skew,3.16
skewed,3.11
skewer,2.5
skewered,2.21
skewering,1.8
skewers,2.81
skewing,2.24
skewness,2.5
skews,2.11
ski,4.69
skiable,1.88
skid,3.43
skidded,2.17
skidder,1.84
skidders,1.6
skidding,2.31
skidoo,2.29
skidoos,1.64
skids,2.77
skied,2.36
skier,3.17
skiers,3.18
skies,3.81
skiff,2.68
skiffle,1.86
skiffs,1.85
skiing,4.29
skijoring,1.5
skilful,2.72
skill,4.43
skilled,4.12
skillet,3.31
skillets,2.46
skillful,3.03
skillfully,2.87
skilling,2.76
skillings,1.6
skills,5.08
skim,3.23
skimmed,2.67
skimmer,2.84
skimmers,2.57
skimming,2.78
skimp,2.26
skimped,1.43
skimping,1.68
skimpy,2.96
skims,1.89
skin,4.97
skinhead,2.55
skinheads,2.42
skink,2.24
skinker,1.4
skinks,1.82
skinless,2.54
skinned,3.2
skinner,3.51
skinners,2.05
skinnier,1.76
skinning,3.04
skinny,3.75
skins,4.1
skint,2.3
skintight,2.33
skip,4.88
skipjack,2.35
skipped,3.49
skipper,3.4
skippered,2.07
skippers,2.65
skipping,3.44
skips,2.98
skirmish,2.77
skirmisher,2.05
skirmishers,1.93
skirmishes,2.47
skirmishing,1.85
skirt,4.23
skirted,2.55
skirting,2.67
skirts,3.99
skis,3.57
skit,3.03
skits,2.79
skitter,1.76
skittered,1.38
skittering,1.67
skittish,2.22
skittle,1.93
skittles,2.61
skive,1.9
skiving,1.34
skivvies,1.51
skiwear,2.12
skoal,1.86
skookum,1.82
skort,2.23
skorts,1.96
skua,2.11
skuas,1.68
skulduggery,1.44
skulk,1.61
skulked,1.35
skulking,1.89
skull,3.88
skullcap,2.34
skullduggery,1.97
skulls,3.23
skunk,3.2
skunked,1.45
skunks,2.46
sky,4.67
skybox,2.42
skyboxes,1.38
skycap,1.67
skydive,2.74
skydiver,2.07
skydivers,2.01
skydiving,3.09
skyhook,1.76
skyjacker,1.81
skylark,2.84
skylarking,2.26
skylarks,1.59
skylight,3.02
skylights,2.85
skyline,3.66
skylines,2.32
skyrocket,2.59
skyrocketed,2.48
skyrocketing,2.64
skyrockets,1.94
skyscraper,3.03
skyscrapers,2.97
skywalk,2.04
skyward,2.42
skywards,1.83
skyway,2.71
skyways,2.03
skywriter,1.49
skywriting,1.53
slab,3.55
slabbed,1.84
slabs,3.19
slack,3.52
slacked,1.89
slacken,1.9
slackened,1.94
slackening,1.81
slacker,2.96
slackers,2.67
slacking,2.4
slackness,1.84
slacks,2.94
slag,3.03
slagged,1.47
slagging,2.02
slags,2.25
slain,3.34
slainte,1.64
slake,1.97
slaked,1.61
slalom,3.11
slam,3.82
slammed,3.29
slammer,2.65
slammers,1.97
slamming,3.05
slams,3.2
slander,3.06
slandered,2.06
slanderer,1.48
slanderers,1.48
slandering,2.03
slanderous,2.47
slanders,1.98
slang,3.49
slanging,1.49
slanguage,1.63
slank,1.91
slant,3.35
slanted,2.86
slanting,2.27
slants,2.06
slap,3.53
slapdash,1.86
slapped,3.15
slapper,2.1
slappers,2.02
slapping,2.92
slaps,2.78
slapstick,2.77
slash,3.7
slashed,2.97
slasher,2.68
slashers,2.27
slashes,2.96
slashing,2.94
slat,2.8
slate,3.81
slated,3.33
slater,3.44
slaters,1.76
slates,2.68
slather,1.73
slathered,1.89
slathering,1.45
slating,1.74
slats,2.7
slatted,2.3
slaty,1.92
slaughter,3.69
slaughtered,3.14
slaughterhouse,2.76
slaughterhouses,2.25
slaughtering,2.72
slaughters,2.12
slave,4.26
slaved,2.27
slaveholder,1.64
slaveholders,1.98
slaveholding,1.62
slaver,1.97
slavering,1.56
slavers,1.89
slavery,3.86
slaves,3.9
slaving,2.09
slavish,2.14
slavishly,1.96
slaw,2.71
slay,3.08
slayed,1.61
slayer,3.76
slayers,2.73
slaying,2.92
slays,2.13
sleave,1.34
sleaze,2.7
sleazy,3.06
sled,3.29
sledding,3.0
sledge,3.03
sledgehammer,2.57
sledgehammers,1.37
sledges,1.98
sledging,1.91
sleds,2.73
sleek,3.67
sleeker,2.16
sleekest,1.56
sleekly,1.73
sleep,4.7
sleeper,3.49
sleepers,3.02
sleepily,2.35
sleepiness,2.61
sleeping,4.3
sleepless,3.06
sleeplessness,2.53
sleepover,2.62
sleepovers,2.01
sleeps,3.96
sleepwalk,1.87
sleepwalker,2.04
sleepwalkers,1.62
sleepwalking,2.25
sleepwear,3.33
sleepy,3.59
sleepyhead,1.74
sleet,2.72
sleeve,4.29
sleeved,3.29
sleeveless,3.35
sleeves,3.81
sleeving,2.46
sleigh,3.24
sleighs,1.87
sleight,2.55
sleights,1.73
slender,3.44
slenderness,1.52
slept,3.61
sleuth,2.89
sleuthing,2.22
sleuths,2.45
slew,3.36
slewing,2.57
slews,1.37
slice,3.9
sliced,3.58
slicer,2.95
slicers,2.55
slices,3.64
slicing,3.09
slick,3.61
slicked,1.95
slicker,2.56
slickers,2.26
slickest,1.76
slickly,1.71
slickness,1.6
slickrock,1.83
slicks,2.42
slid,3.37
slidable,1.49
slide,4.58
slider,3.46
sliders,3.05
slides,4.08
sliding,3.84
slight,4.12
slighted,2.18
slighter,1.65
slightest,3.33
slighting,1.63
slightly,4.71
slights,1.99
slim,4.22
slime,3.17
slimeball,1.47
slimed,1.55
slimes,1.87
sliming,1.37
slimmed,2.15
slimmer,2.65
slimmers,2.27
slimmest,2.01
slimming,3.2
slims,2.5
slimy,2.77
sling,3.46
slinger,2.62
slingers,1.89
slinging,2.43
slings,3.1
slingshot,2.97
slingshots,2.05
slink,2.52
slinking,1.72
slinks,1.64
slinky,2.97
slip,4.34
slipcase,2.58
slipcased,1.6
slipcases,1.52
slipcover,2.59
slipcovers,2.74
slipknot,3.91
slippage,2.7
slippages,1.44
slipped,3.61
slipper,3.21
slipperiness,1.49
slippers,3.6
slippery,3.48
slipping,3.37
slippy,2.17
slips,3.64
slipshod,1.73
slipstream,2.54
slipstreaming,1.54
slipway,1.95
slit,3.38
slither,2.62
slithered,1.93
slithering,2.08
slithers,1.64
slithery,1.67
slits,2.89
slitter,2.04
slitters,1.7
slitting,2.45
sliver,2.84
slivered,1.9
slivers,2.26
slob,2.43
slobber,1.88
slobbering,1.97
slobs,1.79
sloe,1.94
slog,2.58
slogan,3.47
sloganeering,1.59
slogans,3.31
slogged,1.63
slogging,2.06
sloop,2.7
sloops,1.76
slop,2.61
slope,4.04
sloped,2.72
sloper,1.89
slopes,3.76
sloping,3.07
slopped,1.5
sloppily,1.87
sloppiness,1.98
slopping,1.62
sloppy,3.35
slops,1.63
slosh,1.94
sloshed,1.82
sloshing,1.99
slot,4.57
sloth,2.95
slothful,2.12
sloths,1.98
slots,4.33
slotted,3.14
slotting,2.25
slouch,2.61
slouched,1.86
slouches,1.53
slouching,2.16
slouchy,1.72
slough,3.4
sloughed,1.6
sloughing,1.85
sloughs,2.14
slovenly,1.93
slow,4.66
slowdown,3.27
slowdowns,2.36
slowed,3.46
slower,3.86
slowest,2.89
slowing,3.49
slowly,4.34
slowness,2.7
slowpoke,1.83
slows,3.3
sloyd,1.45
slub,1.83
sludge,3.51
sludges,2.33
sludgy,1.5
slug,3.45
slugfest,2.33
sluggard,1.48
slugged,2.14
slugger,2.9
sluggers,1.97
slugging,2.48
sluggish,3.14
sluggishly,1.81
sluggishness,2.08
slugs,2.88
sluice,2.48
sluices,1.67
sluicing,1.52
slum,3.02
slumber,3.1
slumbered,1.71
slumbering,2.18
slumbers,2.14
slumlords,1.91
slumming,1.96
slump,3.17
slumped,2.72
slumping,2.39
slumps,2.36
slums,2.9
slung,2.63
slunk,1.83
slur,2.62
slurp,2.93
slurped,1.75
slurping,2.55
slurps,1.69
slurred,2.42
slurries,2.21
slurring,1.88
slurry,3.06
slurs,2.57
slush,2.82
slushy,2.07
sly,3.32
slyly,2.25
smack,3.39
smacked,2.72
smacker,1.37
smackers,1.63
smacking,2.68
smacks,2.72
small,5.55
smaller,4.63
smallest,3.94
smallholder,2.52
smallholders,2.21
smallholding,1.97
smallholdings,1.78
smallish,2.48
smallmouth,2.59
smallness,2.27
smallpox,3.26
smalls,2.54
smalto,2.26
smaragd,1.6
smarmy,2.17
smart,4.79
smartass,2.15
smarted,1.72
smarten,1.77
smarter,3.66
smartest,3.07
smartie,1.77
smarties,2.47
smarting,2.08
smartly,2.7
smartness,1.77
smartphone,3.85
smartphones,3.4
smarts,3.14
smartweed,2.06
smarty,3.2
smash,3.73
smashed,3.23
smasher,2.25
smashers,1.88
smashes,2.52
smashing,3.46
smattering,2.5
smear,3.34
smeared,2.76
smearing,2.62
smears,2.87
smectic,1.92
smectite,1.9
smegma,1.82
smell,4.05
smelled,3.05
smelling,3.22
smells,3.59
smelly,3.13
smelt,2.71
smelted,1.57
smelter,2.77
smelters,2.32
smelting,2.7
smelts,1.41
smidge,1.82
smidgen,2.1
smidgeon,1.34
smilax,2.03
smile,4.37
smiled,3.79
smiler,2.09
smilers,1.56
smiles,3.75
smiley,3.6
smiling,3.83
smilingly,1.83
smirk,2.84
smirked,2.37
smirking,2.84
smirks,2.01
smirky,2.15
smit,2.96
smite,2.66
smites,1.57
smith,5.03
smithereens,2.21
smithers,2.85
smithies,1.89
smiths,3.37
smithy,2.52
smiting,2.0
smitten,2.81
smock,2.57
smocked,2.57
smocking,2.19
smocks,2.03
smog,3.24
smoggy,1.75
smokable,1.46
smoke,4.45
smoked,3.72
smokehouse,2.51
smokeless,2.81
smoker,3.51
smokers,3.71
smokes,3.13
smokestack,2.19
smokestacks,2.0
smokey,3.32
smokiness,1.48
smoking,4.67
smoky,3.49
smolder,1.71
smoldered,1.37
smoldering,2.63
smolders,1.63
smolt,2.28
smolts,2.25
smooch,2.26
smooches,1.95
smooching,1.65
smoochy,1.99
smooth,4.5
smoothbore,1.41
smoothed,3.04
smoothen,1.53
smoothened,1.51
smoothening,1.79
smoother,3.31
smoothers,1.69
smoothes,2.4
smoothest,2.4
smoothie,3.09
smoothies,2.89
smoothing,3.33
smoothly,3.7
smoothness,2.93
smooths,2.08
smoothy,1.89
smorgasbord,2.47
smote,2.67
smother,3.19
smothered,2.77
smothering,2.69
smothers,2.46
smoulder,1.34
smouldering,2.14
smudge,2.76
smudged,2.11
smudges,2.26
smudging,2.24
smug,2.9
smuggle,2.56
smuggled,2.83
smuggler,2.72
smugglers,2.97
smuggles,1.39
smuggling,3.31
smugly,2.15
smugness,1.92
smut,3.28
smuts,2.16
smutty,1.97
snack,3.82
snacked,1.38
snacking,2.51
snacks,3.88
snaffle,2.12
snafu,2.61
snafus,1.75
snag,3.04
snagged,2.57
snagging,2.35
snaggletooth,1.38
snags,2.73
snail,3.43
snails,3.09
snake,4.11
snakebite,2.04
snakebites,1.57
snaked,2.08
snakelike,1.35
snakeroot,1.75
snakes,3.63
snakeskin,2.3
snakey,1.56
snaking,2.19
snaky,1.5
snap,4.13
snapback,2.0
snapdragon,2.22
snapdragons,2.26
snapped,3.38
snapper,3.19
snappers,2.29
snappier,1.63
snapping,3.05
snappish,1.59
snappy,2.95
snaps,3.41
snapshooters,1.57
snapshot,4.09
snapshots,3.59
snare,3.35
snared,2.15
snares,2.76
snaring,1.84
snark,2.89
snarky,2.59
snarl,2.5
snarled,2.4
snarling,2.45
snarls,2.12
snatch,3.58
snatched,2.97
snatcher,2.22
snatchers,2.36
snatches,2.61
snatching,2.63
snazzy,2.58
sneak,3.59
sneaked,2.39
sneaker,3.14
sneakers,3.39
sneakily,1.67
sneaking,2.93
sneaks,2.56
sneaky,3.14
sneap,1.45
sneer,2.54
sneered,2.34
sneering,2.27
sneers,2.06
sneeze,2.79
sneezed,2.06
sneezes,2.22
sneezing,2.82
sneezy,1.79
snell,3.12
sneller,1.52
snelling,2.7
snells,1.47
snick,1.59
snicker,2.47
snickered,2.05
snickering,1.99
snickers,2.62
snide,2.61
snidely,1.79
snider,2.99
sniff,3.25
sniffed,2.66
sniffer,3.16
sniffers,2.38
sniffing,3.09
sniffle,2.07
sniffled,1.59
sniffles,2.1
sniffling,1.78
sniffs,2.35
sniffy,1.59
snifter,1.79
snigger,1.77
sniggered,1.45
sniggering,1.62
sniggers,1.6
snip,3.3
snipe,2.86
sniped,1.65
sniper,3.55
snipers,2.76
snipes,2.72
sniping,2.68
snipped,2.46
snipper,1.62
snippet,3.32
snippets,3.47
snipping,1.81
snippy,2.02
snips,2.75
snit,2.07
snitch,2.59
snitches,1.81
snitching,1.6
snivel,1.38
sniveling,1.78
snivelling,1.52
snob,2.79
snobbery,2.32
snobbish,2.1
snobby,2.21
snobs,2.45
snog,2.3
snogging,1.98
snood,2.14
snook,2.7
snooker,3.53
snookered,1.5
snooks,1.81
snoop,3.68
snooped,1.54
snooper,2.95
snoopers,2.03
snooping,2.9
snoops,2.07
snoopy,3.16
snoot,1.75
snooty,2.5
snooze,2.93
snoozer,2.0
snoozes,1.45
snoozing,2.03
snore,2.7
snored,1.68
snorers,1.45
snores,2.0
snoring,3.21
snorkel,3.14
snorkeled,1.51
snorkelers,1.87
snorkeling,3.45
snorkels,2.39
snort,3.41
snorted,2.54
snorting,2.82
snorts,1.96
snot,2.76
snotty,2.43
snout,2.64
snouted,1.39
snouts,1.79
snow,4.78
snowball,3.07
snowballed,1.74
snowballing,2.26
snowballs,2.55
snowbank,1.45
snowberry,1.88
snowbird,2.73
snowbirds,2.52
snowblower,2.26
snowblowers,1.81
snowboard,3.94
snowboarder,2.52
snowboarders,2.51
snowboarding,3.85
snowboards,3.29
snowbound,2.07
snowcapped,1.8
snowdrift,1.81
snowdrifts,1.49
snowdrop,2.11
snowdrops,1.87
snowed,2.65
snowfall,3.24
snowfalls,2.01
snowfield,1.66
snowfields,1.8
snowflake,3.17
snowflakes,2.84
snowiest,1.45
snowing,2.79
snowmaking,2.21
snowman,3.37
snowmelt,2.36
snowmen,2.73
snowmobile,3.46
snowmobiler,1.71
snowmobilers,2.02
snowmobiles,3.02
snowmobiling,3.11
snowpack,2.41
snowplow,2.21
snowplows,1.81
snows,2.78
snowscape,1.41
snowshoe,3.07
snowshoeing,3.11
snowshoes,2.89
snowstorm,2.68
snowstorms,2.1
snowsuit,2.12
snowsuits,1.53
snowy,3.44
snub,2.63
snubbed,2.38
snubber,1.84
snubbing,1.8
snubs,2.2
snuck,2.67
snuff,3.17
snuffed,2.18
snuffer,1.96
snuffers,2.02
snuffing,1.65
snuffles,1.66
snuffling,1.42
snuffs,1.58
snuffy,2.06
snug,3.16
snugger,1.49
snuggle,2.82
snuggled,2.47
snuggles,2.19
snuggling,2.34
snugly,2.62
so,6.05
soak,3.46
soaked,3.39
soaker,2.35
soakers,1.67
soaking,3.23
soaks,2.45
soap,4.33
soapbox,3.18
soaped,1.65
soapers,1.35
soaping,1.79
soaps,3.6
soapstone,2.52
soapsuds,1.47
soapy,2.71
soar,3.47
soared,2.95
soarer,2.06
soaring,3.47
soars,2.9
soave,1.97
sob,3.13
sobbed,2.47
sobbing,2.77
sober,3.45
sobered,2.0
sobering,2.78
soberly,2.11
sobers,1.92
sobriety,2.9
sobriquet,1.74
sobs,2.65
soca,2.72
soccer,4.69
sociability,2.27
sociable,2.72
social,5.38
socialise,2.27
socialised,1.8
socialising,2.47
socialism,3.55
socialist,3.86
socialistic,2.17
socialists,3.06
socialite,2.7
socialites,2.09
sociality,2.03
socialization,3.04
socialize,2.84
socialized,2.72
socializing,2.87
socially,3.76
socials,2.65
societal,3.49
societally,1.39
societies,4.2
society,5.28
sociobiology,2.31
sociocultural,2.58
socioeconomic,3.39
socioeconomically,2.08
sociolinguistic,2.15
sociolinguistics,2.37
sociological,3.43
sociologically,1.73
sociologist,2.81
sociologists,2.77
sociology,4.11
sociopath,2.23
sociopathic,2.15
sociopaths,1.82
sociopolitical,2.28
sock,3.8
socked,1.93
socket,4.34
socketed,1.78
sockets,3.73
sockeye,2.73
socking,1.49
socko,1.35
socks,4.17
socle,1.47
sod,3.31
soda,3.83
sodalite,2.19
sodas,2.71
sodded,1.44
sodden,2.16
sodding,2.08
soddy,2.02
sodic,1.63
sodium,4.14
sodom,2.83
sodomite,1.88
sodomites,1.86
sodomize,1.46
sodomized,1.94
sodomizing,1.44
sodomy,2.98
sods,2.65
soever,2.12
sofa,4.05
sofar,1.92
sofas,3.5
soffit,2.33
soffits,2.11
soft,4.83
softback,2.17
softball,4.01
softballs,2.18
softbound,2.34
softcover,3.66
soften,3.12
softened,3.07
softener,2.8
softeners,2.47
softening,3.06
softens,2.7
softer,3.29
softest,2.66
softie,2.11
softies,2.05
softly,3.6
softness,3.01
softs,2.44
softshell,2.29
software,5.8
softwares,3.33
softwood,2.87
softwoods,1.9
softy,1.98
soggy,2.75
soil,4.61
soilborne,1.49
soiled,3.01
soiling,2.6
soilless,1.41
soils,3.91
soiree,2.48
soirees,1.73
soja,2.19
sojourn,2.89
sojourned,1.63
sojourner,2.72
sojourners,2.65
sojourning,1.6
sojourns,1.91
soke,1.85
sokol,2.52
sol,4.12
sola,3.0
solace,3.02
solan,1.98
solander,1.65
solano,3.11
solanum,2.49
solar,4.54
solaria,1.79
solarium,3.26
solariums,2.36
solarization,1.77
solarize,1.61
sold,4.86
soldan,1.7
solder,3.46
solderability,1.71
soldered,2.69
solderers,1.39
soldering,3.38
solders,2.31
soldi,2.2
soldier,4.23
soldiered,1.6
soldiering,2.0
soldierly,1.55
soldiers,4.44
soldiery,1.85
soldo,1.45
sole,4.36
soled,2.24
solei,1.45
solely,4.23
solemn,3.27
solemnities,1.5
solemnity,2.49
solemnization,1.77
solemnize,1.59
solemnized,1.87
solemnizing,1.55
solemnly,2.96
solenoid,3.21
solenoidal,1.56
solenoids,2.49
soleplate,1.78
soles,3.11
soleus,2.53
solfege,1.96
soli,2.51
solicit,3.38
solicitation,3.78
solicitations,3.26
solicited,3.22
soliciting,3.18
solicitor,3.66
solicitors,3.65
solicitous,2.22
solicits,2.63
solicitude,2.21
solid,4.8
solidago,2.23
solidarity,3.74
solidary,1.36
solider,2.41
solidi,1.95
solidification,2.56
solidified,2.68
solidifies,2.24
solidify,2.73
solidifying,2.19
solidity,2.42
solidly,2.96
solids,3.72
solidus,2.12
soliloquies,2.02
soliloquy,2.39
soling,1.62
solipsism,2.06
solipsist,1.59
solipsistic,1.84
