word,zipf
barrelling,1.5
barrels,3.66
barren,3.28
barrenness,1.85
barrens,2.49
barres,2.03
barret,2.57
barrette,2.58
barrettes,2.26
barricade,2.86
barricaded,2.17
barricades,2.79
barricading,1.44
barrier,4.15
barriers,4.15
barring,3.16
barrio,2.89
barrios,2.63
barrister,2.98
barristers,2.75
barroom,2.14
barrow,3.54
barrows,2.72
bars,4.7
barstool,2.59
barstools,2.68
bartend,1.34
bartender,3.31
bartenders,2.84
bartending,2.86
barter,3.2
bartered,2.2
bartering,2.34
barters,1.53
barware,3.02
baryon,2.64
baryonic,2.02
baryons,2.29
bas,3.54
basal,3.49
basally,1.7
basalt,3.08
basaltic,2.34
basalts,2.33
bascule,1.8
base,5.14
baseball,4.78
baseballs,2.68
baseboard,2.63
baseboards,2.16
based,5.63
baseless,2.61
baseline,4.2
baselines,2.73
basely,1.56
baseman,3.09
basemen,2.16
basement,4.04
basements,2.79
baseness,1.85
basenji,2.37
basenjis,1.9
baser,2.02
baserunning,2.16
bases,4.17
basest,1.83
bash,3.9
bashaw,1.8
bashed,2.5
basher,2.37
bashers,2.32
bashes,2.36
bashful,2.45
bashfully,1.37
bashfulness,1.46
bashing,3.29
basic,5.16
basically,4.32
basicity,1.49
basics,4.32
basidiomycete,1.39
basidiomycetes,1.7
basil,3.67
basilar,2.26
basilic,1.66
basilica,3.07
basilicas,1.69
basilisk,2.37
basils,1.37
basin,4.25
basing,3.06
basins,3.46
basis,5.01
bask,2.73
basked,1.91
basket,4.88
basketball,4.76
basketballs,2.39
basketry,2.47
baskets,4.34
basking,2.87
basks,1.75
basmati,2.44
basophil,1.5
basophilic,1.67
basophils,1.95
basque,3.49
basques,2.68
bass,4.65
basses,3.05
basset,3.0
bassets,1.73
bassett,3.29
bassetts,1.54
bassi,2.48
bassinet,2.77
bassinets,2.78
bassist,3.23
bassists,2.12
basso,2.82
bassoon,3.02
bassoonist,1.41
bassoons,1.91
basswood,2.41
bassy,1.83
bast,2.68
bastard,3.63
bastardization,1.55
bastardized,1.96
bastardly,2.09
bastards,3.29
bastardy,1.49
baste,2.21
basted,2.07
baster,1.89
bastile,1.62
bastille,2.94
basting,2.39
bastion,3.03
bastions,2.22
bat,4.12
batboy,1.53
batch,4.12
batched,2.51
batcher,1.62
batches,3.17
batching,2.63
bate,2.89
bateau,2.6
bateaux,2.13
bated,2.05
bates,3.78
batfish,1.62
bath,4.72
bathe,2.92
bathed,2.87
bather,2.07
bathers,2.32
bathes,2.15
bathhouse,2.39
bathhouses,1.89
bathing,3.67
batholith,1.87
bathos,1.5
bathrobe,2.67
bathrobes,2.65
bathroom,4.49
bathrooms,4.11
baths,3.99
bathtub,3.36
bathtubs,2.68
bathwater,2.17
bathymetric,2.37
bathymetry,2.64
batik,3.04
batiks,1.94
bating,1.45
batiste,2.08
batman,4.03
baton,3.86
batons,2.65
bats,3.73
batsman,2.76
batsmen,2.57
batt,3.03
battalion,3.72
battalions,2.87
batted,2.74
batten,2.82
battened,1.46
battens,2.16
batter,3.46
battered,3.32
batterie,2.94
batteries,4.67
battering,2.64
batters,2.97
battery,4.94
battier,1.83
battiest,1.41
batting,3.65
battle,4.73
battled,2.98
battlefield,4.08
battlefields,2.84
battlefront,3.27
battleground,3.07
battlegrounds,2.6
battlement,1.92
battlements,2.24
battler,2.11
battlers,1.83
battles,3.93
battleship,3.1
battleships,2.7
battling,3.36
batts,2.51
batty,2.85
batwing,1.79
bauble,2.08
baubles,2.4
baud,3.15
bauhinia,2.01
baulk,1.72
baulked,1.35
bauxite,2.62
bawd,1.72
bawdy,2.44
bawl,1.96
bawled,1.85
bawling,2.14
bawls,1.99
bay,5.13
bayadere,1.5
bayamo,1.42
bayard,2.78
bayberry,2.44
bayed,1.39
baying,1.97
bayonet,2.98
bayonets,2.4
bayou,3.38
bayous,1.97
bays,3.56
baywood,2.52
bazaar,3.49
bazaars,2.37
bazar,2.79
bazooka,2.83
bazookas,1.88
be,6.61
beach,5.25
beachcomber,2.7
beachcombers,1.74
beachcombing,1.81
beached,2.34
beaches,4.17
beachfront,3.32
beachgoers,1.53
beachhead,2.19
beaching,1.68
beachside,2.8
beachwear,2.56
beachy,2.25
beacon,3.85
beacons,3.02
bead,3.92
beaded,3.74
beader,1.66
beaders,1.84
beading,3.25
beadle,2.6
beadles,1.65
beadman,1.43
beads,4.26
beadwork,2.66
beady,2.17
beagle,3.35
beagles,2.41
beak,2.98
beaked,2.35
beaker,2.85
beakers,2.36
beaks,2.39
beaky,1.59
beam,4.3
beamed,2.83
beaming,2.8
beamish,2.43
beams,3.71
bean,4.18
beanbag,2.59
beanbags,2.13
beanery,2.05
beanie,3.6
beanies,3.02
beano,2.79
beans,4.11
beanstalk,2.55
bear,4.74
bearable,2.55
bearberry,1.73
bearcat,2.52
bearcats,2.9
beard,3.73
bearded,3.17
beardless,1.81
beards,2.79
beardtongue,1.47
bearer,3.38
bearers,3.0
bearing,4.26
bearings,3.75
bearish,2.7
bears,4.59
bearskin,2.04
bearwood,1.59
beast,4.4
beastie,3.14
beasties,2.24
beastly,2.49
beasts,3.53
beat,4.67
beatable,1.72
beaten,3.87
beater,2.87
beaters,2.62
beatific,1.93
beatification,2.01
beatified,1.73
beating,3.91
beatings,2.89
beatitude,2.07
beatitudes,2.26
beatnik,2.49
beatniks,1.92
beats,4.03
beau,3.48
beaucoup,2.64
beaus,1.57
beaut,2.44
beauteous,2.2
beautician,2.54
beauticians,2.22
beauties,3.43
beautification,2.7
beautified,1.81
beautifier,1.79
beautifies,1.94
beautiful,5.0
beautifully,3.94
beautify,2.57
beautifying,2.11
beauty,5.17
beaux,2.86
beaver,4.17
beavers,3.82
bebop,3.23
becalmed,1.64
became,4.8
because,5.66
bechamel,1.63
beck,3.86
becket,2.73
beckon,2.4
beckoned,2.43
beckoning,2.43
beckons,2.65
becks,2.56
become,5.31
becomes,4.67
becoming,4.58
bed,5.04
bedazzled,2.33
bedbug,1.74
bedbugs,2.32
bedchairs,1.44
bedchamber,1.92
bedclothes,1.88
bedcovers,1.65
bedded,2.85
bedding,4.26
beddings,1.9
bedecked,2.01
bedel,1.47
bedell,2.39
bedevil,1.67
bedeviled,1.91
bedevilled,1.49
bedfellow,1.85
bedfellows,2.39
bedframe,1.39
bedframes,1.54
bedlam,3.01
bedmaker,1.36
bedouin,2.68
bedouins,1.98
bedpan,1.72
bedpost,1.7
bedraggled,1.9
bedrail,1.42
bedridden,2.17
bedrock,3.23
bedroll,1.51
bedroom,4.65
bedroomed,2.63
bedrooms,4.42
bedrug,1.55
beds,4.49
bedsheet,1.87
bedsheets,2.03
bedside,3.27
bedsit,1.98
bedsits,1.47
bedsores,1.79
bedspread,2.82
bedspreads,2.77
bedsprings,1.37
bedstead,2.68
bedsteads,2.27
bedstraw,1.91
bedtime,3.4
bedtimes,1.47
bee,4.17
beebee,1.66
beech,3.6
beeches,2.26
beechnut,1.5
beef,4.29
beefcake,2.15
beefeater,1.98
beefeaters,1.51
beefed,2.42
beefier,1.72
beefing,2.21
beefs,2.26
beefsteak,1.97
beefy,2.8
beehive,3.18
beehives,1.91
beekeeper,2.46
beekeepers,2.48
beekeeping,2.63
beeline,2.38
been,5.99
beep,3.38
beeped,1.81
beeper,2.64
beepers,2.13
beeping,2.46
beeps,2.72
beer,4.54
beers,3.65
beery,2.19
bees,3.73
beeswax,2.88
beet,3.14
beetle,3.74
beetles,3.25
beetroot,2.34
beets,2.87
beeves,1.82
beezer,2.0
befall,2.53
befallen,2.41
befalling,1.43
befalls,2.1
befell,2.34
befit,1.72
befits,2.25
befitted,1.48
befitting,2.53
before,5.67
beforehand,3.39
befriend,2.48
befriended,2.53
befriending,2.31
befriends,2.42
befuddle,1.75
befuddled,2.26
befuddlement,1.38
beg,3.65
began,4.81
begat,2.51
beget,2.31
begets,2.36
begetting,1.85
beggar,2.96
beggarly,1.93
beggars,3.01
beggarweed,1.74
beggary,1.53
begged,3.18
begging,3.42
begin,4.89
beginner,3.99
beginners,4.0
beginning,4.92
beginnings,3.62
begins,4.59
begone,2.43
begonia,2.54
begonias,2.26
begot,2.02
begotten,2.84
begrudge,2.13
begrudging,1.55
begrudgingly,1.88
begs,3.08
beguile,1.95
beguiled,2.11
beguiling,2.4
beguine,1.79
begum,2.36
begun,4.17
behalf,4.56
behave,3.73
behaved,3.28
behaves,3.19
behaving,3.15
behavior,4.74
behavioral,4.11
behaviorally,2.2
behaviorism,2.18
behaviorist,2.12
behaviorists,1.75
behaviors,3.93
behaviour,4.38
behaviours,3.32
behead,2.04
beheaded,2.8
beheading,2.59
beheadings,2.12
beheld,2.9
behemoth,2.88
behemoths,2.01
behest,2.63
behind,4.96
behinds,2.06
behold,3.68
beholden,2.48
beholder,2.8
beholders,1.75
beholding,2.41
beholds,1.89
behoove,1.84
behooves,2.16
behoved,1.36
behoves,1.7
beige,3.86
beiges,1.67
beignet,1.48
beignets,1.9
being,5.62
beings,4.01
bejeezus,1.45
bejesus,1.61
bejeweled,2.85
bejewelled,1.67
bel,3.72
belabor,1.8
belaboring,1.38
belated,3.03
belatedly,2.45
belay,2.7
belaying,1.84
belays,1.41
belch,2.29
belched,1.73
belcher,2.87
belches,1.52
belching,2.26
beleaguered,2.67
belfry,2.65
belga,2.33
belie,2.25
belied,2.2
belief,4.31
beliefs,4.17
belies,2.49
believability,2.08
believable,3.12
believably,1.81
believe,5.11
believed,4.37
believer,3.53
believers,3.67
believes,4.33
believing,3.76
belike,1.34
belittle,2.45
belittled,2.01
belittles,1.76
belittling,2.17
belive,2.99
bell,4.63
belladonna,2.78
bellbird,1.8
bellboy,1.87
belle,4.0
belled,1.57
belleek,2.48
belles,2.9
bellflower,2.76
bellhop,2.14
bellhops,1.58
bellicose,2.12
bellied,2.9
bellies,3.15
belligerence,2.0
belligerency,1.47
belligerent,2.68
belligerently,1.41
belligerents,2.02
belling,2.89
bellman,2.64
bellmen,1.63
bellow,2.92
bellowed,2.26
bellowing,2.2
bellows,3.13
bells,3.91
bellwether,2.4
bellwethers,1.79
belly,4.1
bellyache,1.43
bellybutton,1.98
belong,4.2
belonged,3.5
belonging,3.87
belongings,3.19
belongs,4.06
beloved,3.91
below,5.39
belowground,1.78
bels,1.88
belt,4.47
belted,2.82
belter,2.03
belting,2.72
beltline,2.51
belts,3.98
beltway,3.19
beluga,2.7
belugas,1.67
belvedere,3.15
belying,1.61
bema,1.98
bemoan,2.19
bemoaned,2.03
bemoaning,2.12
bemoans,1.93
bemused,2.5
bemusement,1.91
ben,4.63
bench,4.18
benched,2.15
bencher,1.87
benchers,2.03
benches,3.6
benching,2.03
benchmark,4.0
benchmarks,3.78
benchwarmers,1.69
bend,4.2
bendable,2.34
bended,2.14
bender,3.44
benders,2.66
bending,3.64
bends,3.24
bendwise,1.38
bendy,2.2
bene,3.1
beneath,4.1
benedick,1.97
benedict,3.56
benediction,2.58
benedictions,1.63
benedicts,1.63
benefaction,1.44
benefactions,1.39
benefactor,2.82
benefactors,2.69
benefice,1.98
beneficence,2.19
beneficent,2.41
benefices,1.62
beneficial,4.09
beneficially,2.78
beneficiaries,3.8
beneficiary,3.78
beneficiation,1.95
benefit,4.91
benefited,3.52
benefiting,3.33
benefits,5.11
benefitted,2.61
benefitting,2.45
benes,2.22
benevolence,2.84
benevolent,3.16
benevolently,1.63
benighted,2.11
benign,3.51
benignant,1.42
benignity,1.41
benignly,1.72
benison,1.61
benjamin,4.22
benjamins,2.6
benne,1.95
bennet,2.98
bennets,1.55
benni,2.32
bennies,1.64
bennis,2.21
benny,3.61
benomyl,1.86
bens,2.66
bent,3.94
benthic,3.11
benthos,2.19
bento,2.56
bentonite,2.58
bents,1.94
bentwood,1.97
benumbed,1.44
benzaldehyde,1.95
benzanthracene,1.36
benzene,3.28
benzenes,1.44
benzidine,1.8
benzimidazole,1.8
benzimidazoles,1.76
benzin,1.81
benzine,2.24
benzoate,2.52
benzoates,1.56
benzocaine,1.99
benzodiazepine,2.61
benzodiazepines,2.8
benzofurans,1.37
benzoic,2.38
benzoin,2.09
benzophenone,1.79
benzoyl,2.51
benzyl,2.71
bequeath,2.45
bequeathed,2.56
bequeathing,1.51
bequeaths,1.4
bequest,3.01
bequests,2.78
berate,2.11
berated,2.11
berates,1.76
berating,2.05
berberine,1.73
berberis,2.01
berceuse,1.8
bereave,1.37
bereaved,2.8
bereavement,3.25
bereft,2.59
beret,2.75
berets,2.45
beretta,3.06
berg,3.72
bergamot,2.82
bergere,2.13
bergs,1.99
beriberi,1.66
berk,2.73
berkelium,1.36
berlin,4.48
berline,1.74
berlins,1.56
berm,2.6
berms,2.4
bermudas,2.17
berried,1.36
berries,3.5
berry,4.11
berserk,2.79
berserker,2.57
berserkers,1.86
berth,3.25
bertha,3.32
berthed,1.9
berthing,2.3
berths,2.77
beryl,2.97
beryllium,2.91
beseech,2.71
beseeched,1.43
beseeching,2.16
beset,2.8
besets,1.42
besetting,1.82
beside,3.97
besides,4.32
besiege,1.97
besieged,2.78
besieger,1.54
besiegers,1.55
besieging,1.92
besmirch,1.64
besmirched,1.73
besom,1.86
besotted,1.94
besought,2.18
bespeak,1.76
bespeaks,1.83
bespectacled,2.04
bespoke,3.32
best,5.8
bested,2.21
bestial,2.69
bestiality,4.46
bestiary,2.68
besting,1.99
bestir,1.44
bestow,2.86
bestowal,1.81
bestowed,3.16
bestowing,2.25
bestows,2.44
bestrides,1.65
bests,2.58
bestseller,3.34
bestsellers,4.31
bet,4.43
beta,4.71
betaine,2.46
betake,1.65
betas,2.72
betatron,2.0
betel,2.33
beth,4.05
bethel,3.56
bethesda,3.63
bethink,1.41
bethought,1.73
betide,1.81
betimes,1.72
betokened,1.4
beton,2.25
betony,1.85
betook,1.83
betray,2.98
betrayal,3.31
betrayals,2.14
betrayed,3.31
betrayer,2.02
betrayers,2.09
betraying,2.65
betrays,2.6
betroth,1.36
betrothal,2.11
betrothed,2.44
bets,3.79
betta,2.87
bettas,2.0
better,5.43
bettered,2.24
bettering,2.24
betterment,2.82
betterments,1.55
betters,2.28
betting,4.46
bettor,2.2
bettors,2.23
between,5.64
betweenness,1.49
betwixt,2.55
bevel,2.99
beveled,2.94
beveling,1.72
bevelled,2.22
bevels,2.1
beverage,4.15
beverages,4.03
bevor,2.0
bevy,2.52
bewail,1.72
bewailed,1.9
bewailing,1.48
beware,3.8
bewilder,1.64
bewildered,2.89
bewildering,2.67
bewilderingly,1.35
bewilderment,2.45
bewitch,1.59
bewitched,3.08
bewitching,2.35
bewray,1.75
bewrayed,1.73
bey,2.84
beyond,4.91
bezel,3.46
bezels,2.48
bezique,1.43
bezoar,1.43
bhakta,1.95
bhakti,2.59
bhang,1.54
bi,4.35
bialy,1.6
biannual,2.54
biannually,1.91
bias,4.18
biased,3.66
biases,3.22
biasing,2.48
biassed,1.48
biathlon,2.83
biaxial,2.1
biaxially,1.34
bib,3.58
bibb,2.83
bibber,1.51
bibbs,1.99
bible,4.88
bibles,3.59
biblical,4.01
biblically,2.51
bibliographer,1.95
bibliographers,1.34
bibliographic,4.0
bibliographical,3.03
bibliographies,3.28
bibliography,4.29
bibliomania,2.23
bibliophile,2.15
bibliophiles,1.7
bibliotheca,2.27
bibliotherapy,1.57
bibs,3.14
bicameral,2.31
bicarbonate,2.92
bicarbonates,1.93
bice,2.7
bicentenary,2.04
bicentennial,2.93
bicep,2.44
biceps,2.78
bicker,2.27
bickered,1.38
bickering,2.72
bickers,1.77
bicolor,2.54
biconvex,1.43
bicultural,2.22
biculturalism,1.47
bicuspid,1.81
bicycle,4.15
bicycled,1.42
bicycles,3.74
bicyclic,1.58
bicycling,3.39
bicyclist,2.36
bicyclists,2.73
bid,5.08
biddable,1.34
bidden,2.13
bidder,4.31
bidders,3.87
biddies,1.56
bidding,4.51
biddings,1.51
biddy,2.37
bide,2.52
bided,1.54
bides,1.46
bidet,2.76
bidets,2.46
bidi,2.79
biding,2.23
bidirectional,3.07
bidirectionally,1.46
bids,4.69
biennale,2.71
biennia,2.06
biennial,3.35
biennially,2.16
biennials,1.81
biennium,2.95
bier,2.84
biff,2.83
biffy,2.0
bifid,1.4
bifocal,2.66
bifocals,2.2
bifold,2.17
bifunctional,2.19
bifurcate,1.74
bifurcated,2.32
bifurcating,1.53
bifurcation,2.88
bifurcations,2.33
big,5.57
biga,1.64
bigamist,1.39
bigamous,1.37
bigamy,2.13
bigeye,2.12
bigfoot,3.1
bigger,4.35
biggest,4.54
biggie,2.84
biggies,2.07
biggin,2.26
biggins,1.96
biggish,1.36
bighead,1.78
bighorn,2.87
bight,2.63
bigmouth,1.82
bigness,1.93
bigot,2.64
bigoted,2.55
bigotry,3.04
bigots,2.55
bigs,2.36
bigwig,2.43
bigwigs,2.01
bijection,2.3
bijections,1.47
bijective,2.04
bijou,2.76
bijouterie,1.5
bijoux,2.46
bike,4.62
biked,1.96
biker,3.78
bikers,3.3
bikes,4.26
bikeway,2.26
bikeways,2.07
biking,3.86
bikini,4.31
bikinis,3.41
bilabial,1.51
bilateral,3.81
bilaterally,2.47
bilayer,2.59
bilayers,2.41
bilberry,2.55
bilbo,2.64
bilboa,1.45
bildungsroman,1.59
bile,3.36
biles,1.99
bilge,2.85
bilges,1.54
bilharzia,1.51
biliary,2.95
bilinear,2.59
bilingual,3.77
bilingualism,2.6
bilingually,1.42
bilinguals,1.78
bilious,2.16
bilirubin,2.72
bilk,2.09
bilked,1.62
bilking,1.64
bill,5.22
billable,2.77
billabong,3.18
billboard,3.61
billboards,3.11
billed,3.75
biller,2.48
billers,1.94
billet,3.33
billeted,1.71
billeter,1.43
billeting,1.94
billets,2.79
billfish,2.31
billfold,2.59
billheads,1.38
billiard,3.47
billiards,3.63
billie,3.46
billies,1.81
billing,4.35
billings,3.63
billingsgate,2.16
billion,4.73
billionaire,2.97
billionaires,2.72
billions,3.77
billionth,2.06
billionths,1.51
billon,1.84
billow,1.94
billowed,1.69
billowing,2.31
billows,2.21
billowy,1.68
bills,4.49
billy,4.36
biltong,1.77
bima,2.08
bimanual,1.63
bimbo,2.99
bimbos,2.35
bimetal,1.9
bimetallic,2.03
bimodal,2.38
bimolecular,1.67
bimonthly,2.87
bin,4.99
binal,1.39
binaries,3.53
binary,4.32
binational,2.38
binaural,2.62
bind,4.06
bindable,1.59
binder,3.66
binders,3.4
bindery,2.68
bindi,2.41
binding,4.74
bindings,3.69
bindis,1.72
binds,3.57
bindweed,2.23
bine,2.24
bines,1.74
binge,3.16
bingeing,1.73
binger,1.88
binges,1.95
binging,1.76
bingo,4.21
bingos,1.97
binnacle,1.76
binned,2.34
binning,2.66
binocs,1.44
binocular,3.31
binoculars,3.88
binomial,3.0
binomials,1.43
bins,3.76
bint,2.37
bio,4.5
bioacoustics,1.47
bioactive,2.6
bioactivity,2.02
bioassay,3.05
bioassays,2.31
bioavailability,2.84
bioavailable,2.19
biochemical,3.63
biochemically,2.01
biochemicals,2.36
biochemist,2.46
biochemistry,3.88
biochemists,2.17
biochip,2.14
biochips,1.79
biocidal,1.76
biocide,2.32
biocides,2.44
bioclean,1.56
bioclimatic,1.59
biocompatibility,2.11
biocompatible,2.34
biocontrol,2.39
bioconversion,1.58
biocycle,1.48
biodegradability,1.98
biodegradable,3.0
biodegradation,2.68
biodegrade,1.59
biodiversity,3.95
biodynamic,2.25
bioelectric,1.79
bioelectrical,1.72
bioenergetic,1.74
bioenergetics,2.2
bioengineer,1.57
bioengineered,2.0
bioengineering,2.95
bioethical,1.99
bioethicist,1.45
bioethicists,1.57
bioethics,3.18
biofeedback,2.95
biofouling,1.72
biog,2.34
biogas,2.67
biogen,2.38
biogenesis,2.72
biogenic,2.56
biogeochemical,2.56
biogeochemistry,2.4
biogeographic,2.44
biogeographical,1.86
biogeography,2.64
biographer,2.73
biographers,2.23
biographic,2.05
biographical,3.71
biographies,4.07
biography,4.59
biohazard,2.92
biohazards,1.78
biologic,2.9
biological,4.53
biologically,3.18
biologicals,2.49
biologics,2.82
biologist,3.27
biologists,3.26
biology,4.6
bioluminescence,2.13
bioluminescent,1.86
biomass,3.7
biomasses,1.4
biomaterial,2.21
biomaterials,2.77
biomathematics,1.71
biome,2.47
biomechanical,2.69
biomechanically,1.43
biomechanics,3.03
biomedical,3.88
biomedicine,2.56
biomes,2.49
biometeorology,1.46
biometric,3.42
biometrical,1.48
biometrics,3.33
biometry,2.2
biomolecular,2.77
biomolecule,1.73
biomolecules,2.4
biomorphic,1.59
bionic,2.9
bionics,2.02
bionomics,1.4
bionomy,1.61
biophysical,2.99
biophysicist,1.38
biophysics,3.15
biopic,2.61
biopics,2.16
biopolymer,2.04
biopolymers,2.36
biopsied,1.79
biopsies,2.86
biopsy,3.52
bioreactor,2.47
bioreactors,2.09
biorhythm,2.31
biorhythmic,1.8
biorhythms,2.45
bios,4.16
biosafety,3.0
bioscience,3.16
biosciences,3.16
biosensor,2.38
biosensors,2.52
biosocial,1.73
biosphere,3.16
biospheric,1.66
biostatistical,1.87
biostatistician,1.82
biostatistics,2.97
biostratigraphic,1.57
biostratigraphy,1.98
biosynthesis,3.57
biosynthetic,2.49
biota,2.87
biotech,3.9
biotechnical,1.78
biotechnological,2.42
biotechnologies,2.4
biotechnology,4.21
biotechs,2.23
biotic,2.84
biotics,2.38
biotin,3.11
biotite,2.33
biotope,1.97
biotopes,2.08
biotoxins,1.38
biotransformation,2.26
biotype,1.88
biotypes,1.81
bipartisan,3.16
bipartisanship,2.03
bipartite,2.6
biped,2.12
bipedal,2.13
bipedalism,1.36
bipeds,1.55
biphasic,2.37
biphenyl,2.38
biphenyls,2.56
biplane,2.49
biplanes,1.92
bipod,2.02
bipods,1.79
bipolar,3.66
bipolarity,1.41
biracial,2.25
birch,3.7
birches,2.27
bird,4.7
birdbath,2.37
birdbaths,2.2
birdbrain,1.6
birdcage,2.46
birdcages,1.61
birded,1.42
birder,2.43
birders,2.7
birdhouse,2.92
birdhouses,2.65
birdie,3.12
birdied,1.98
birdies,2.68
birding,3.48
birdlike,1.52
birdman,2.68
birds,4.52
birdseed,1.97
birdseye,2.51
birdsong,2.49
birdwatcher,1.91
birdwatchers,2.11
birdy,2.65
birefringence,2.23
birefringent,1.77
bireme,1.35
birk,2.3
birks,2.31
birling,1.44
birls,1.52
biro,2.5
birr,2.83
birse,1.54
birth,4.79
birthdate,3.31
birthdates,2.44
birthday,4.71
birthdays,3.8
birthed,2.22
birthing,2.89
birthmark,2.08
birthmarks,2.01
birthplace,3.53
birthplaces,1.88
birthrate,2.0
birthrates,1.75
birthright,2.81
births,3.82
birthstone,3.26
birthstones,2.73
bis,3.72
biscuit,3.47
biscuits,3.49
bise,1.69
bisect,1.9
bisected,2.03
bisecting,1.77
bisection,2.24
bisector,1.82
bisectors,1.54
bisects,1.88
bisexual,3.93
bisexuality,2.42
bisexuals,2.93
bishop,4.26
bishopric,2.11
bishoprics,1.42
bishops,3.68
bisk,1.52
bismuth,2.72
bison,3.53
bisons,2.29
bisque,3.11
bisques,2.22
bistort,1.37
bistro,3.62
bistros,2.39
bisulfate,1.42
bisulfite,1.88
bit,5.14
bitartrate,2.25
bitch,4.15
bitches,3.67
bite,4.01
biter,2.34
biters,1.94
bites,3.72
biting,3.5
bitingly,1.55
bits,4.53
bitsy,2.36
bitt,1.4
bitten,3.15
bitter,3.93
bitterest,2.08
bittering,1.4
bitterly,3.02
bittern,2.39
bitterness,3.13
bitterns,1.62
bitterroot,2.47
bitters,2.48
bittersweet,3.1
bitting,1.88
bitty,2.84
bitumen,2.79
bituminous,2.91
bivalent,1.93
bivalve,2.36
bivalves,2.27
bivariate,2.61
bivouac,2.17
bivouacked,1.36
biweekly,2.96
biz,4.46
bizarre,4.13
bizarrely,2.31
bize,1.44
blab,2.26
blabbed,1.44
blabber,2.24
blabbering,1.61
blabbermouth,1.67
blabbing,1.76
black,5.62
blackball,2.04
blackballed,1.47
blackberries,2.66
blackberry,4.06
blackbird,3.08
blackbirds,2.44
blackboard,3.55
blackboards,2.08
blackbody,2.51
blackcap,1.72
blackcock,1.49
blacked,2.53
blacken,2.09
blackened,3.02
blackening,1.97
blacker,2.63
blackest,2.31
blackface,2.11
blackfin,2.24
blackfish,2.17
blackguard,1.87
blackhead,2.13
blackheads,2.28
blackheart,1.82
blackhearts,1.73
blacking,2.0
blackish,2.2
blackjack,4.46
blackjacks,1.97
blackland,1.58
blackleg,1.76
blacklist,3.21
blacklisted,2.78
blacklisting,2.2
blacklists,2.37
blackly,1.42
blackmail,3.04
blackmailed,2.19
blackmailer,1.63
blackmailers,1.62
blackmailing,2.1
blackmails,1.52
blackness,2.82
blackout,3.31
blackouts,2.74
blackpoll,1.55
blacks,3.98
blacksmith,3.12
blacksmithing,2.55
blacksmiths,2.5
blacktail,1.94
blackthorn,2.17
blacktop,2.48
blackwater,2.93
blackwood,3.1
bladder,3.79
bladders,2.34
bladderwort,1.51
blade,4.29
bladed,2.57
blades,3.97
blah,3.99
blahs,2.07
blain,2.5
blains,1.4
blam,2.44
blame,4.14
blamed,3.54
blameless,2.53
blames,3.07
blameworthy,1.8
blaming,3.27
blanch,2.53
blanched,2.39
blancher,1.47
blanches,1.89
blanching,1.87
blancmange,1.63
bland,3.44
blandishments,1.6
blandly,1.97
blandness,1.85
blank,4.49
blanked,2.39
blanker,1.68
blanket,3.97
blanketed,2.24
blanketing,1.96
blankets,3.87
blanking,2.66
blankly,2.36
blankness,1.62
blanks,3.51
blare,1.92
blared,1.95
blares,1.66
blaring,2.51
blarney,2.61
blase,2.13
blaspheme,2.0
blasphemed,1.85
blasphemer,1.8
blasphemers,1.54
blasphemies,1.95
blaspheming,1.71
blasphemous,2.57
blasphemy,3.04
blast,4.2
blasted,3.2
blaster,3.68
blasters,2.81
blasting,3.34
blastocyst,2.32
blastocysts,1.93
blastoderm,1.56
blastoff,1.51
blastomere,1.35
blastomeres,1.6
blastomycosis,1.72
blasts,3.4
blastula,1.52
blat,2.41
blatant,3.24
blatantly,2.93
blather,2.67
blathering,2.06
blathers,1.37
blatter,2.15
blaw,1.87
blaxploitation,2.36
blaze,3.62
blazed,2.59
blazer,3.5
blazers,3.41
blazes,2.64
blazing,3.38
blazingly,1.76
blazon,2.09
blazoned,1.6
bleach,3.42
bleached,2.9
bleacher,2.41
bleachers,2.86
bleaches,2.07
bleaching,3.13
bleak,3.27
bleaker,1.77
bleakest,1.58
bleakly,1.53
bleakness,1.79
blears,2.03
bleary,2.22
bleat,2.39
bleating,2.24
bleats,1.79
bleb,1.47
blebs,1.53
bled,3.02
bleed,3.53
bleeder,2.32
bleeders,1.75
bleeding,3.97
bleeds,2.79
bleep,2.83
bleeped,1.61
bleeping,2.4
bleeps,1.99
blemish,2.85
blemished,2.14
blemishes,2.81
blend,4.22
blende,1.69
blended,3.65
blender,3.68
blenders,3.21
blending,3.52
blends,3.64
blennies,1.46
blenny,1.93
blepharoplasty,2.59
blepharospasm,1.7
bless,3.97
blessed,4.04
blessedly,1.76
blessedness,2.24
blesses,2.44
blessing,3.83
blessings,3.67
blest,2.43
blet,1.4
blew,3.62
blight,3.19
blighted,2.64
blighters,1.35
blighting,1.7
blights,1.78
blighty,2.07
blimey,2.33
blimp,2.65
blimpish,1.75
blimps,2.28
blin,2.22
blind,4.45
blinded,3.22
blinder,2.31
blinders,2.27
blindfold,2.68
blindfolded,2.84
blindfolds,2.36
blinding,3.0
blindingly,2.04
blindly,3.1
blindness,3.49
blinds,3.75
blindside,2.58
blindsided,2.04
bling,3.44
blini,1.53
blink,3.95
blinked,2.82
blinker,2.13
blinkered,1.95
blinkers,2.25
blinking,3.2
blinks,2.88
blintzes,1.62
blip,2.68
blips,2.2
bliss,3.8
blissed,1.66
blissful,2.86
blissfully,2.52
blister,3.24
blistered,2.21
blistering,2.91
blisteringly,1.51
